Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Performance_Category,Study_Efficiency,Engagement_Score,Sleep_Study_Ratio,Support_Score,Academic_Readiness
18,94,0,1,1,8.0,52,1,1,1,1,1,1,2,4,0,1,0,1,Medium,2.736842105263158,16.92,0.42105263157894735,0.75,0.39549999999999996
15,70,1,1,0,6.0,73,0,1,2,1,0,0,2,4,0,0,1,0,Low,4.5625,10.5,0.375,1.0,0.367
22,71,1,1,1,8.0,56,0,1,0,1,2,0,1,2,0,2,0,0,Low,2.4347826086956523,15.62,0.34782608695652173,1.0,0.22400000000000003
27,98,1,2,0,4.0,82,1,1,0,2,1,0,2,3,0,0,0,1,High,2.9285714285714284,26.46,0.14285714285714285,1.5,0.478
10,75,1,2,1,8.0,90,1,1,2,0,1,0,2,2,0,2,1,0,Low,8.181818181818182,7.5,0.7272727272727273,1.0,0.585
22,60,1,1,1,5.0,52,1,1,0,0,1,0,0,2,0,0,0,1,Low,2.260869565217391,13.2,0.21739130434782608,0.75,0.358
18,71,1,2,1,6.0,81,1,1,1,0,2,0,2,3,0,0,0,0,Low,4.2631578947368425,12.78,0.3157894736842105,1.0,0.5115000000000001
21,65,1,2,1,6.0,91,2,1,1,1,2,0,2,3,0,0,1,0,Medium,4.136363636363637,13.65,0.2727272727272727,1.25,0.7015
23,64,2,1,1,9.0,72,1,1,0,0,2,0,2,3,0,1,0,0,Low,3.0,14.72,0.375,1.0,0.43799999999999994
19,63,2,1,0,6.0,98,2,1,4,2,1,1,2,2,0,2,0,0,Medium,4.9,11.97,0.3,1.5,0.842
19,84,1,1,1,7.0,56,0,1,2,0,1,0,1,3,0,0,1,1,Low,2.8,15.96,0.35,0.75,0.29900000000000004
19,68,2,2,0,6.0,66,1,1,2,1,1,0,1,3,0,0,2,1,Low,3.3,12.92,0.3,1.5,0.48900000000000005
26,74,2,1,0,6.0,62,1,1,0,0,1,1,1,3,0,0,0,1,Low,2.2962962962962963,19.24,0.2222222222222222,1.0,0.398
23,94,1,2,0,5.0,100,0,1,2,1,2,0,1,2,0,2,0,0,High,4.166666666666667,21.62,0.20833333333333334,1.25,0.47500000000000003
21,77,0,1,1,7.0,65,1,1,2,0,2,0,0,2,0,0,1,1,Low,2.9545454545454546,16.17,0.3181818181818182,0.5,0.48500000000000004
12,97,1,0,1,7.0,69,0,1,0,0,2,0,2,5,0,0,0,1,Medium,5.3076923076923075,11.64,0.5384615384615384,0.5,0.27599999999999997
18,80,1,0,1,8.0,92,2,1,0,1,2,1,2,1,0,1,0,0,Medium,4.842105263157895,14.4,0.42105263157894735,0.75,0.668
25,76,1,0,1,7.0,96,1,1,3,1,1,0,2,4,1,0,0,1,Medium,3.6923076923076925,19.0,0.2692307692307692,0.75,0.6465000000000001
20,90,1,0,1,7.0,97,1,1,2,2,2,0,2,3,0,1,1,0,High,4.619047619047619,18.0,0.3333333333333333,1.0,0.613
24,63,1,1,1,8.0,78,1,1,0,0,2,1,0,3,0,0,0,0,Low,3.12,15.12,0.32,0.75,0.4620000000000001
31,64,1,1,1,6.0,83,1,1,1,1,1,0,2,2,0,0,1,1,Medium,2.59375,19.84,0.1875,1.0,0.5195
26,86,1,0,0,5.0,67,1,1,2,0,2,1,2,1,0,0,1,1,Medium,2.4814814814814814,22.36,0.18518518518518517,0.5,0.49300000000000005
21,79,0,1,1,8.0,80,2,1,1,0,2,1,0,3,0,1,0,0,Medium,3.6363636363636362,16.59,0.36363636363636365,0.5,0.6575000000000001
17,92,0,1,1,6.0,65,2,1,3,1,2,0,2,2,0,1,0,0,High,3.611111111111111,15.64,0.3333333333333333,0.75,0.6725000000000001
5,97,1,0,1,7.0,87,1,1,2,1,1,1,1,3,1,0,2,1,Low,14.5,4.85,1.1666666666666667,0.75,0.573
19,76,1,1,1,6.0,65,1,1,0,0,1,0,1,4,1,0,0,1,Low,3.25,14.44,0.3,0.75,0.41000000000000003
18,84,2,2,0,6.0,94,1,1,3,2,1,0,1,4,0,0,0,0,High,4.947368421052632,15.12,0.3157894736842105,1.75,0.6385000000000001
22,80,0,0,0,4.0,57,0,1,1,0,1,0,1,3,0,2,1,0,Low,2.4782608695652173,17.6,0.17391304347826086,0.25,0.26549999999999996
19,99,0,0,0,8.0,79,2,1,3,1,1,1,2,4,0,0,0,0,High,3.95,18.81,0.4,0.5,0.7285000000000001
18,93,1,2,0,4.0,76,2,1,3,0,1,0,0,3,0,1,0,1,High,4.0,16.74,0.21052631578947367,1.0,0.7165000000000001
9,96,1,2,1,9.0,63,1,1,1,2,1,1,1,1,0,0,0,0,Medium,6.3,8.64,0.9,1.5,0.4395
14,70,1,1,1,9.0,51,0,1,1,0,2,0,0,4,0,1,0,0,Low,3.4,9.8,0.6,0.75,0.24150000000000002
23,91,1,1,0,6.0,57,0,1,2,0,2,1,2,2,0,0,0,0,Medium,2.375,20.93,0.25,0.75,0.303
30,71,0,2,0,9.0,98,0,1,2,2,1,0,2,1,0,0,1,1,Medium,3.161290322580645,21.3,0.2903225806451613,1.25,0.467
19,68,0,2,0,10.0,97,0,0,0,0,1,0,2,3,0,1,2,1,Low,4.85,12.92,0.5,0.5,0.388
22,98,0,1,0,7.0,56,2,1,1,2,1,1,1,1,0,1,0,1,High,2.4347826086956523,21.56,0.30434782608695654,1.0,0.5615
26,61,1,1,1,8.0,69,2,1,2,1,2,0,2,3,0,0,0,0,Low,2.5555555555555554,15.86,0.2962962962962963,1.0,0.6509999999999999
15,99,2,1,0,7.0,73,0,1,1,0,1,0,2,3,0,0,0,0,Medium,4.5625,14.85,0.4375,1.0,0.32949999999999996
22,66,1,0,1,9.0,74,1,1,3,0,2,0,0,3,0,2,0,1,Low,3.217391304347826,14.52,0.391304347826087,0.5,0.5585
16,93,0,2,1,5.0,65,0,1,0,1,1,0,0,3,0,0,0,1,Low,3.823529411764706,14.88,0.29411764705882354,1.0,0.26
25,71,2,1,1,7.0,96,0,1,2,0,1,0,2,3,0,0,0,1,Medium,3.6923076923076925,17.75,0.2692307692307692,1.0,0.459
21,74,2,1,1,8.0,95,0,1,1,1,1,1,2,5,1,0,2,1,Low,4.318181818181818,15.54,0.36363636363636365,1.25,0.4175
22,69,0,2,1,8.0,51,1,1,1,0,2,0,2,3,0,0,0,1,Low,2.217391304347826,15.18,0.34782608695652173,0.75,0.39149999999999996
15,83,1,0,1,7.0,83,0,1,1,2,1,0,1,2,0,2,0,1,Low,5.1875,12.45,0.4375,1.0,0.3695
24,74,0,0,1,9.0,54,1,1,1,0,1,0,1,3,0,0,0,1,Low,2.16,17.76,0.36,0.25,0.40349999999999997
33,86,0,1,1,7.0,80,1,1,0,0,2,0,1,3,0,2,0,1,High,2.3529411764705883,28.38,0.20588235294117646,0.5,0.4700000000000001
14,61,1,1,1,7.0,93,0,1,3,1,2,0,0,2,0,0,1,0,Low,6.2,8.54,0.4666666666666667,1.0,0.48450000000000004
18,63,2,2,0,8.0,82,1,1,1,2,1,1,0,1,0,0,0,0,Low,4.315789473684211,11.34,0.42105263157894735,1.75,0.5155
21,64,1,0,0,7.0,73,2,1,2,0,1,0,0,2,1,1,2,1,Low,3.3181818181818183,13.44,0.3181818181818182,0.5,0.6669999999999999
25,77,2,1,1,7.0,98,0,1,0,2,1,0,2,2,0,0,0,0,High,3.769230769230769,19.25,0.2692307692307692,1.5,0.392
17,93,1,1,0,6.0,87,1,1,1,0,2,1,0,2,0,0,1,1,Medium,4.833333333333333,15.81,0.3333333333333333,0.75,0.5355
3,96,2,2,1,10.0,62,1,1,3,0,1,1,1,4,0,0,2,0,Low,15.5,2.88,2.5,1.25,0.5105
28,70,1,1,1,6.0,69,1,1,2,0,0,0,2,4,1,0,0,0,Low,2.3793103448275863,19.6,0.20689655172413793,0.75,0.5009999999999999
25,83,0,1,1,8.0,88,0,1,1,1,2,0,1,3,1,1,0,0,Medium,3.3846153846153846,20.75,0.3076923076923077,0.75,0.3895
10,91,2,2,1,10.0,51,1,1,0,0,1,0,2,3,0,2,1,0,Medium,4.636363636363637,9.1,0.9090909090909091,1.25,0.354
16,72,1,2,0,5.0,53,1,1,1,2,2,0,2,3,0,1,0,0,Low,3.1176470588235294,11.52,0.29411764705882354,1.5,0.39949999999999997
29,76,1,2,1,8.0,93,0,0,0,1,2,0,2,4,0,1,1,0,High,3.1,22.04,0.26666666666666666,1.0,0.37200000000000005
29,81,1,1,1,7.0,52,1,0,1,2,1,0,1,4,0,1,0,1,Medium,1.7333333333333334,23.49,0.23333333333333334,1.0,0.39549999999999996
26,65,1,1,1,10.0,84,1,1,1,0,2,0,2,4,0,2,0,0,Medium,3.111111111111111,16.9,0.37037037037037035,0.75,0.5235
19,61,1,1,0,6.0,66,1,1,0,2,1,0,1,1,0,0,0,0,Low,3.3,11.59,0.3,1.25,0.41400000000000003
20,66,1,2,1,6.0,91,0,1,0,1,2,0,0,5,0,0,2,0,Low,4.333333333333333,13.2,0.2857142857142857,1.25,0.36400000000000005
19,85,2,2,0,7.0,92,1,1,3,1,1,0,1,2,0,1,0,1,High,4.6,16.15,0.35,1.5,0.6305000000000001
27,63,1,2,0,6.0,98,0,1,0,1,1,1,0,3,0,0,0,1,Low,3.5,17.01,0.21428571428571427,1.25,0.392
15,68,1,2,0,6.0,55,1,0,0,2,1,1,2,3,0,0,0,1,Low,3.4375,10.2,0.375,1.25,0.37
15,74,0,0,0,10.0,71,1,1,0,0,2,0,0,2,0,2,0,0,Low,4.4375,11.1,0.625,0.25,0.43399999999999994
26,63,2,2,1,7.0,79,1,1,1,0,2,0,0,2,0,0,0,0,Medium,2.925925925925926,16.38,0.25925925925925924,1.25,0.5035000000000001
20,68,1,2,1,6.0,96,1,1,0,0,2,0,1,3,0,0,0,1,Low,4.571428571428571,13.6,0.2857142857142857,1.0,0.534
28,96,0,2,0,6.0,63,2,0,1,2,1,0,2,2,0,0,1,1,High,2.1724137931034484,26.88,0.20689655172413793,1.0,0.5895
16,61,1,2,1,8.0,54,2,1,0,0,2,1,2,3,0,1,1,0,Low,3.176470588235294,9.76,0.47058823529411764,1.0,0.516
20,86,1,1,1,8.0,60,0,1,1,2,1,0,1,3,1,2,0,0,Medium,2.857142857142857,17.2,0.38095238095238093,1.25,0.27749999999999997
14,75,1,1,1,6.0,75,1,1,0,0,2,0,1,2,0,0,0,0,Low,5.0,10.5,0.4,0.75,0.45000000000000007
20,87,1,0,0,5.0,84,1,1,2,1,1,1,1,3,0,0,0,0,Medium,4.0,17.4,0.23809523809523808,0.75,0.5609999999999999
11,84,1,1,1,7.0,85,2,1,3,1,1,0,1,4,0,1,1,1,Medium,7.083333333333333,9.24,0.5833333333333334,1.0,0.7525
17,69,1,1,1,7.0,54,2,1,1,2,0,0,1,2,0,0,0,0,Low,3.0,11.73,0.3888888888888889,1.25,0.5535
11,94,2,2,0,6.0,88,1,1,2,1,1,0,2,4,0,0,0,0,High,7.333333333333333,10.34,0.5,1.5,0.577
24,80,0,2,1,9.0,83,1,1,1,0,0,0,0,1,0,0,0,0,Medium,3.32,19.2,0.36,0.75,0.5195
24,93,1,2,1,8.0,70,0,1,1,1,2,1,1,3,0,0,1,1,High,2.8,22.32,0.32,1.25,0.31749999999999995
10,76,1,0,1,7.0,79,0,1,3,1,1,1,1,4,0,0,2,1,Low,7.181818181818182,7.6,0.6363636363636364,0.75,0.42850000000000005
28,99,1,1,1,6.0,88,1,1,3,0,1,0,2,4,0,0,0,1,High,3.0344827586206895,27.72,0.20689655172413793,0.75,0.6145
35,91,0,1,1,10.0,63,0,1,1,1,1,0,1,5,0,0,0,0,High,1.75,31.85,0.2777777777777778,0.75,0.2895
20,99,1,0,1,5.0,97,0,1,4,2,1,0,1,3,0,1,0,1,High,4.619047619047619,19.8,0.23809523809523808,1.0,0.538
16,81,0,1,0,6.0,57,2,1,3,0,0,1,2,3,0,0,0,0,Low,3.3529411764705883,12.96,0.35294117647058826,0.5,0.6405000000000001
37,79,1,2,0,6.0,95,2,1,1,2,1,0,0,1,0,0,0,0,High,2.5,29.23,0.15789473684210525,1.5,0.7174999999999999
12,90,1,0,1,7.0,87,0,1,2,0,2,0,1,2,0,2,2,0,Low,6.6923076923076925,10.8,0.5384615384615384,0.5,0.42300000000000004
20,95,0,0,0,8.0,83,2,1,1,1,1,1,2,3,0,0,0,1,Medium,3.9523809523809526,19.0,0.38095238095238093,0.5,0.6695
21,99,1,1,1,5.0,54,2,1,1,0,1,0,1,4,0,1,1,0,High,2.4545454545454546,20.79,0.22727272727272727,0.75,0.5535
28,73,1,2,1,6.0,96,1,1,1,1,1,0,0,0,0,2,0,1,High,3.310344827586207,20.44,0.20689655172413793,1.25,0.5715
22,92,2,2,0,8.0,65,1,1,0,1,2,1,2,2,0,0,1,0,High,2.8260869565217392,20.24,0.34782608695652173,1.5,0.41000000000000003
17,68,0,2,1,6.0,87,2,1,0,0,1,1,2,4,1,1,0,0,Low,4.833333333333333,11.56,0.3333333333333333,0.75,0.648
14,82,1,2,0,6.0,94,0,1,7,1,2,1,0,4,0,2,0,0,High,6.266666666666667,11.48,0.4,1.25,0.6385000000000001
18,67,2,1,1,7.0,62,2,1,1,0,0,1,2,2,0,0,2,0,Low,3.263157894736842,12.06,0.3684210526315789,1.0,0.5855
14,74,2,2,1,6.0,96,0,1,2,0,2,0,1,4,0,1,0,0,Medium,6.4,10.36,0.4,1.25,0.459
20,97,1,1,0,7.0,81,1,1,3,1,2,0,1,3,1,1,0,0,High,3.857142857142857,19.4,0.3333333333333333,1.0,0.5865
17,66,1,1,1,8.0,83,1,1,4,1,2,1,0,5,0,0,1,0,Low,4.611111111111111,11.22,0.4444444444444444,1.0,0.632
11,85,2,1,1,7.0,96,1,0,1,0,1,0,1,3,0,0,0,0,Low,8.0,9.35,0.5833333333333334,0.75,0.5715
28,84,2,2,1,9.0,76,2,1,0,2,1,1,0,3,0,0,0,0,High,2.6206896551724137,23.52,0.3103448275862069,1.75,0.6040000000000001
17,65,1,2,1,8.0,72,0,1,1,0,1,0,2,4,0,1,1,0,Low,4.0,11.05,0.4444444444444444,1.0,0.32549999999999996
12,73,0,1,0,7.0,82,1,0,1,0,1,0,2,3,0,0,2,0,Low,6.3076923076923075,8.76,0.5384615384615384,0.25,0.5155
19,83,0,1,0,7.0,78,2,0,2,0,2,0,2,4,0,2,1,0,Medium,3.9,15.77,0.35,0.25,0.687
20,67,1,2,0,10.0,53,2,1,1,0,1,1,2,2,0,2,0,0,Low,2.5238095238095237,13.4,0.47619047619047616,1.0,0.5495
10,92,2,0,1,6.0,59,2,1,0,0,1,0,0,2,0,0,1,1,Low,5.363636363636363,9.2,0.5454545454545454,0.75,0.536
22,99,2,2,1,7.0,51,1,1,2,2,2,0,0,4,1,0,1,0,High,2.217391304347826,21.78,0.30434782608695654,1.75,0.429
14,69,2,1,0,6.0,55,1,1,3,0,0,1,2,2,0,0,1,0,Low,3.6666666666666665,9.66,0.4,1.0,0.4825
30,67,1,1,1,8.0,86,1,1,0,0,1,0,1,4,0,0,1,1,Medium,2.774193548387097,20.1,0.25806451612903225,0.75,0.494
23,78,1,1,1,10.0,50,1,1,1,1,1,1,2,3,1,2,0,1,Medium,2.0833333333333335,17.94,0.4166666666666667,1.0,0.38749999999999996
18,90,1,1,0,7.0,65,0,1,4,1,1,0,2,3,0,1,0,1,Medium,3.4210526315789473,16.2,0.3684210526315789,1.0,0.41000000000000003
16,71,2,2,1,7.0,72,0,1,1,1,0,1,1,4,0,1,1,1,Low,4.235294117647059,11.36,0.4117647058823529,1.5,0.32549999999999996
19,61,1,2,0,7.0,97,0,1,0,1,2,0,0,3,1,1,2,0,Low,4.85,11.59,0.35,1.25,0.388
24,82,2,1,1,5.0,66,1,1,0,1,1,1,1,3,0,2,0,0,Medium,2.64,19.68,0.2,1.25,0.41400000000000003
20,98,1,2,0,7.0,89,1,1,1,2,1,0,2,3,0,1,2,1,High,4.238095238095238,19.6,0.3333333333333333,1.5,0.5435
19,76,0,2,1,10.0,70,0,1,1,0,1,0,0,3,0,1,2,1,Low,3.5,14.44,0.5,0.75,0.31749999999999995
20,77,2,1,0,8.0,55,0,1,1,1,1,0,0,3,0,1,2,1,Low,2.619047619047619,15.4,0.38095238095238093,1.25,0.2575
16,99,0,1,1,9.0,55,1,1,1,2,1,0,1,3,1,1,2,1,Medium,3.235294117647059,15.84,0.5294117647058824,1.0,0.4075
18,88,1,1,0,9.0,72,2,1,2,2,2,0,1,4,0,2,1,0,High,3.789473684210526,15.84,0.47368421052631576,1.25,0.6629999999999999
7,89,2,0,1,6.0,53,1,1,3,0,2,1,1,2,0,0,1,0,Low,6.625,6.23,0.75,0.75,0.4745
26,83,1,1,0,10.0,79,1,1,1,2,1,0,1,2,0,0,1,1,Medium,2.925925925925926,21.58,0.37037037037037035,1.25,0.5035000000000001
22,99,2,2,0,4.0,75,0,1,2,1,1,1,0,4,0,0,0,1,High,3.260869565217391,21.78,0.17391304347826086,1.5,0.37500000000000006
15,88,1,1,1,7.0,85,1,1,4,1,1,1,0,2,0,2,0,1,Medium,5.3125,13.2,0.4375,1.0,0.64
31,96,2,1,1,4.0,59,1,1,3,0,1,1,1,5,0,0,0,1,High,1.84375,29.76,0.125,1.0,0.4985
21,88,0,1,0,4.0,80,0,1,1,1,1,0,2,2,1,2,0,0,Medium,3.6363636363636362,18.48,0.18181818181818182,0.75,0.35750000000000004
14,89,1,1,1,8.0,59,2,1,1,0,1,1,1,3,0,1,0,0,Medium,3.933333333333333,12.46,0.5333333333333333,0.75,0.5735
25,72,1,1,0,6.0,86,2,1,0,1,1,0,1,2,0,0,2,1,Low,3.3076923076923075,18.0,0.23076923076923078,1.0,0.644
22,72,1,0,1,9.0,65,2,1,0,1,1,0,1,3,0,0,1,0,Low,2.8260869565217392,15.84,0.391304347826087,0.75,0.56
22,91,1,0,0,4.0,81,1,1,2,0,2,1,0,3,0,0,0,0,Medium,3.5217391304347827,20.02,0.17391304347826086,0.5,0.549
17,72,2,1,1,7.0,94,2,1,1,0,1,0,1,5,0,0,1,0,Low,5.222222222222222,12.24,0.3888888888888889,1.0,0.7134999999999999
23,83,2,1,0,5.0,74,1,1,3,0,1,0,0,2,0,2,0,0,Medium,3.0833333333333335,19.09,0.20833333333333334,1.0,0.5585
18,70,2,0,1,7.0,60,1,1,1,1,2,0,2,3,0,1,0,0,Low,3.1578947368421053,12.6,0.3684210526315789,1.0,0.4275
23,93,1,0,1,9.0,94,2,1,2,1,0,1,0,3,0,0,1,1,High,3.9166666666666665,21.39,0.375,0.75,0.7509999999999999
9,64,1,0,1,10.0,68,0,1,0,1,1,1,0,3,0,0,0,0,Low,6.8,5.76,1.0,0.75,0.272
17,93,1,1,0,8.0,87,0,1,2,2,2,1,0,3,0,1,1,0,Medium,4.833333333333333,15.81,0.4444444444444444,1.25,0.42300000000000004
30,84,2,0,1,5.0,66,0,1,0,1,0,0,2,2,0,2,0,1,High,2.129032258064516,25.2,0.16129032258064516,1.0,0.264
15,67,0,1,1,5.0,65,1,1,4,1,1,1,0,2,0,1,0,0,Low,4.0625,10.05,0.3125,0.75,0.56
16,82,1,1,0,7.0,82,1,1,1,1,0,0,1,3,0,2,1,1,Low,4.823529411764706,13.12,0.4117647058823529,1.0,0.5155
17,71,1,1,1,6.0,58,1,1,3,1,1,1,2,3,1,0,0,0,Low,3.2222222222222223,12.07,0.3333333333333333,1.0,0.4945
13,73,1,2,0,8.0,93,1,1,0,2,2,0,1,3,0,2,0,1,Low,6.642857142857143,9.49,0.5714285714285714,1.5,0.522
7,74,2,1,0,10.0,69,2,1,1,2,1,0,2,4,0,0,0,0,Low,8.625,5.18,1.25,1.5,0.6134999999999999
19,63,1,0,1,6.0,51,2,1,2,1,1,0,1,4,0,0,0,0,Low,2.55,11.97,0.3,0.75,0.579
21,99,2,1,1,6.0,65,0,1,1,1,1,1,2,2,0,1,2,1,High,2.9545454545454546,20.79,0.2727272727272727,1.25,0.2975
20,61,1,2,0,5.0,89,1,1,1,1,1,0,1,2,0,2,2,1,Low,4.238095238095238,12.2,0.23809523809523808,1.25,0.5435
19,86,2,2,1,7.0,93,2,1,1,1,2,0,1,2,0,0,0,0,High,4.65,16.34,0.35,1.5,0.7095
20,75,1,1,0,7.0,78,1,1,0,0,1,0,0,2,0,1,0,1,Low,3.7142857142857144,15.0,0.3333333333333333,0.75,0.4620000000000001
26,86,1,0,1,7.0,65,1,1,2,2,2,1,1,4,0,2,1,0,High,2.4074074074074074,22.36,0.25925925925925924,1.0,0.48500000000000004
19,74,1,1,1,8.0,76,2,1,5,1,2,0,1,4,1,1,0,1,Medium,3.8,14.06,0.4,1.0,0.7915000000000001
17,87,1,1,1,8.0,92,1,0,3,2,0,0,0,2,0,1,0,0,Medium,5.111111111111111,14.79,0.4444444444444444,1.0,0.6305000000000001
18,89,1,1,0,7.0,66,1,1,2,1,1,0,2,3,0,1,1,0,Medium,3.473684210526316,16.02,0.3684210526315789,1.0,0.48900000000000005
23,88,1,1,0,7.0,69,1,1,3,0,2,0,0,3,0,0,0,0,Medium,2.875,20.24,0.2916666666666667,0.75,0.5385
28,65,0,1,1,7.0,77,2,1,1,0,2,0,2,3,0,1,0,0,Medium,2.6551724137931036,18.2,0.2413793103448276,0.5,0.6455000000000001
16,86,1,0,0,7.0,94,0,1,0,0,1,1,2,4,0,0,0,0,Low,5.529411764705882,13.76,0.4117647058823529,0.5,0.376
21,71,1,1,1,6.0,79,1,1,1,0,1,1,1,4,0,2,2,0,Low,3.590909090909091,14.91,0.2727272727272727,0.75,0.5035000000000001
22,61,1,2,0,5.0,60,2,1,0,2,0,1,1,2,0,0,1,0,Low,2.608695652173913,13.42,0.21739130434782608,1.5,0.54
14,77,2,0,0,7.0,54,1,1,1,1,2,0,0,2,0,0,1,0,Low,3.6,10.78,0.4666666666666667,1.0,0.40349999999999997
20,77,2,2,0,6.0,55,1,1,1,2,0,1,1,1,0,1,0,0,Medium,2.619047619047619,15.4,0.2857142857142857,1.75,0.4075
11,79,1,1,1,8.0,98,1,1,2,0,1,0,1,4,0,0,0,1,Low,8.166666666666666,8.69,0.6666666666666666,0.75,0.617
9,88,1,1,1,7.0,91,1,1,1,0,1,0,0,3,0,1,0,1,Low,9.1,7.92,0.7,0.75,0.5515
22,72,0,2,0,7.0,88,1,0,2,1,1,0,2,4,0,0,0,1,Low,3.8260869565217392,15.84,0.30434782608695654,0.75,0.577
18,73,1,1,1,8.0,75,1,1,0,2,1,0,1,1,1,1,0,1,Low,3.9473684210526314,13.14,0.42105263157894735,1.25,0.45000000000000007
21,62,2,1,1,5.0,84,1,1,5,0,1,0,2,4,0,0,0,1,Medium,3.8181818181818183,13.02,0.22727272727272727,1.0,0.6735
20,87,1,1,0,10.0,56,1,1,2,1,1,0,1,2,0,1,1,1,Medium,2.6666666666666665,17.4,0.47619047619047616,1.0,0.449
14,83,0,1,0,4.0,81,0,1,1,0,1,0,0,4,1,0,1,0,Low,5.4,11.62,0.26666666666666666,0.5,0.36150000000000004
20,74,1,1,1,9.0,91,1,1,1,0,1,0,1,5,0,0,0,0,Low,4.333333333333333,14.8,0.42857142857142855,0.75,0.5515
13,88,2,1,1,7.0,53,1,1,2,1,1,1,0,4,0,1,1,0,Low,3.7857142857142856,11.44,0.5,1.25,0.437
28,81,1,0,1,6.0,65,1,1,1,0,1,0,2,2,0,0,1,0,Medium,2.2413793103448274,22.68,0.20689655172413793,0.5,0.4475
12,79,2,1,0,5.0,56,2,1,1,0,0,0,2,5,0,0,0,1,Low,4.3076923076923075,9.48,0.38461538461538464,1.0,0.5615
19,80,2,0,0,6.0,63,0,1,1,0,1,0,1,3,0,0,0,0,Low,3.15,15.2,0.3,0.75,0.2895
14,85,0,1,0,7.0,89,1,1,2,1,2,0,2,2,0,1,1,0,Medium,5.933333333333334,11.9,0.4666666666666667,0.75,0.581
23,86,0,2,0,7.0,67,0,1,2,1,2,1,1,3,1,1,0,1,Medium,2.7916666666666665,19.78,0.2916666666666667,1.0,0.343
18,72,1,0,0,9.0,84,1,1,2,1,1,0,1,4,0,0,0,0,Low,4.421052631578948,12.96,0.47368421052631576,0.75,0.5609999999999999
17,66,1,1,1,7.0,89,1,1,0,1,1,1,0,3,0,1,0,0,Low,4.944444444444445,11.22,0.3888888888888889,1.0,0.506
25,66,1,2,1,7.0,91,1,1,2,0,2,0,1,3,0,1,0,0,Medium,3.5,16.5,0.2692307692307692,1.0,0.589
20,86,0,0,0,8.0,94,0,1,2,0,1,1,0,2,0,0,2,1,Low,4.476190476190476,17.2,0.38095238095238093,0.25,0.451
23,95,0,1,1,7.0,80,2,1,2,0,1,0,1,4,0,0,1,1,High,3.3333333333333335,21.85,0.2916666666666667,0.5,0.6950000000000001
14,76,0,1,0,7.0,64,1,1,3,1,1,1,2,3,0,1,0,0,Low,4.266666666666667,10.64,0.4666666666666667,0.75,0.5185
12,67,2,1,0,7.0,58,1,1,0,2,1,0,1,2,1,0,2,0,Low,4.461538461538462,8.04,0.5384615384615384,1.5,0.382
21,90,2,1,1,8.0,75,1,1,4,0,2,0,1,2,0,0,1,0,High,3.409090909090909,18.9,0.36363636363636365,1.0,0.6000000000000001
18,93,0,1,1,6.0,55,1,1,3,0,1,0,0,5,0,0,1,0,Medium,2.8947368421052633,16.74,0.3157894736842105,0.5,0.4825
24,95,1,0,1,6.0,96,2,1,3,0,1,1,1,3,0,2,0,1,High,3.84,22.8,0.24,0.5,0.7965
20,84,0,0,0,8.0,72,1,1,3,2,1,0,1,3,0,0,0,0,Low,3.4285714285714284,16.8,0.38095238095238093,0.75,0.5505
21,94,2,2,0,5.0,94,1,1,2,0,2,1,1,2,0,1,0,0,High,4.2727272727272725,19.74,0.22727272727272727,1.25,0.601
10,61,2,1,1,7.0,85,2,1,1,1,1,0,1,4,0,0,0,1,Low,7.7272727272727275,6.1,0.6363636363636364,1.25,0.6775
31,64,1,2,0,6.0,93,1,1,1,0,2,0,1,3,0,0,0,1,Medium,2.90625,19.84,0.1875,1.0,0.5595
19,64,1,2,0,8.0,94,1,1,3,1,2,1,1,3,1,2,0,1,Low,4.7,12.16,0.4,1.25,0.6385000000000001
24,89,1,0,1,9.0,53,1,1,1,0,2,1,1,3,0,0,0,0,Medium,2.12,21.36,0.36,0.5,0.39949999999999997
15,63,1,1,1,6.0,86,0,1,4,2,1,0,2,5,0,0,0,0,Low,5.375,9.45,0.375,1.25,0.494
22,80,1,1,1,8.0,61,2,1,1,0,1,0,2,2,0,1,1,0,Medium,2.652173913043478,17.6,0.34782608695652173,0.75,0.5815
12,79,1,1,1,7.0,99,0,1,2,1,1,0,0,2,1,0,0,1,Low,7.615384615384615,9.48,0.5384615384615384,1.0,0.47100000000000003
23,72,2,2,1,6.0,89,1,0,0,1,2,1,0,3,0,0,1,0,Medium,3.7083333333333335,16.56,0.25,1.25,0.506
18,95,0,0,1,7.0,50,0,1,3,1,1,1,1,3,0,0,1,1,Low,2.6315789473684212,17.1,0.3684210526315789,0.5,0.3125
20,67,2,1,0,9.0,96,2,1,1,2,2,0,2,3,0,0,0,1,Medium,4.571428571428571,13.4,0.42857142857142855,1.5,0.7214999999999999
24,74,1,1,1,7.0,65,0,1,3,1,2,0,1,2,0,1,0,0,Medium,2.6,17.76,0.28,1.0,0.3725
13,91,1,0,1,9.0,71,0,1,1,0,1,0,2,2,0,1,2,0,Low,5.071428571428571,11.83,0.6428571428571429,0.5,0.32149999999999995
